package,file,line,pattern,snippet,classification
pillar,R/glimpse.R,126,fs_write,"#' writeLines(format_glimpse(c(""A"", ""B, C"")))",benign
pillar,R/glimpse.R,129,fs_write,#' writeLines(format_glimpse(factor(letters[1:3]))),benign
pillar,R/glimpse.R,130,fs_write,"#' writeLines(format_glimpse(factor(c(""A"", ""B, C""))))",benign
pillar,R/multi.R,216,ns_hook,# Method registration happens in .onLoad(),benign
pillar,R/ornament.R,35,fs_write,"writeLines(style_bold(""<pillar_ornament>""))",benign
pillar,R/ornament.R,36,fs_write,"writeLines(format(x, ...))",benign
pillar,R/pillar.R,26,fs_write,"writeLines(style_bold(""<pillar>""))",benign
pillar,R/register-s3.R,13,ns_hook,#' can be called from your package's `.onLoad()` to dynamically register,benign
pillar,R/register-s3.R,47,ns_hook,#' .onLoad <- function(...) {,benign
pillar,R/register-s3.R,92,Sys_getenv,"} else if (identical(Sys.getenv(""NOT_CRAN""), ""true"")) {",benign
pillar,R/show_source.R,18,eval_parse,fun <- eval(parse(text = fun_name)),note
pillar,R/styles.R,165,ns_hook,"# Placeholders, assigned in .onLoad()",benign
pillar,R/tbl-format-setup.R,307,fs_write,"writeLines(format(x, ...))",benign
pillar,R/type.R,79,fs_write,"#' writeLines(format_type_sum(""dbl"", width = NULL))",benign
pillar,R/vctr.R,29,fs_write,"writeLines(paste0(""<"", vec_ptype_full(x), ""["", .size, ""]>""))",benign
pillar,R/vctr.R,35,fs_write,"writeLines(paste0(""Fixed exponent: "", type[[1]]))",benign
pillar,R/vctr.R,61,fs_write,"writeLines(style_subtle(pre_dots(paste0(""and "", delta, "" more""))))",benign
pillar,R/vctr.R,67,fs_write,writeLines(format(x)),benign
pillar,R/zzz.R,40,ns_hook,".onLoad <- function(libname, pkgname) {",note
pillar,R/zzz.R,57,Sys_getenv,"if (Sys.getenv(""DEBUGME"") != """" && rlang::is_installed(""debugme"")) {",benign
pillar,R/zzz.R,81,Sys_getenv,"Sys.getenv(""DEBUGME"")",benign
pillar,R/zzz.R,85,Sys_setenv,"Sys.setenv(""DEBUGME"" = debugme)",note
progressr,R/handler_brrr.R,21,pkg_install,"#' installed as `remotes::install_github(""brooke-watson/BRRR"")`.",benign
progressr,R/handler_filesize.R,43,fs_write,"if (is.na(current_size)) file.create(file, showWarnings = FALSE)",note
progressr,R/handler_notifier.R,17,pkg_install,"#' installed as `remotes::install_github(""gaborcsardi/notifier@62d484"")`.",benign
progressr,R/handler_rstudio.R,24,Sys_getenv,"#'   if (Sys.getenv(""RSTUDIO"") == ""1"" && !nzchar(Sys.getenv(""RSTUDIO_TERM""))) {",benign
progressr,R/handlers.R,67,Sys_getenv,"#'   if (Sys.getenv(""RSTUDIO"") == ""1"" && !nzchar(Sys.getenv(""RSTUDIO_TERM""))) {",benign
progressr,R/options.R,180,Sys_getenv,"env_value <- value <- Sys.getenv(env, unset = NA_character_)",note
progressr,R/options.R,261,Sys_getenv,"value <- Sys.getenv(""R_PROGRESSR_ENABLE"", """")",benign
progressr,R/rstudio-console.R,32,Sys_getenv,"if (Sys.getenv(""RSTUDIO"") == ""1"") {",benign
progressr,R/rstudio-console.R,34,Sys_getenv,"if (!nzchar(Sys.getenv(""RSTUDIO_TERM""))) {",benign
progressr,R/testme.R,5,Sys_setenv,Sys.setenv(R_TESTME_PATH = path),note
progressr,R/testme.R,6,Sys_setenv,Sys.setenv(R_TESTME_PACKAGE = 'progressr'),note
progressr,R/testme.R,7,Sys_setenv,Sys.setenv(R_TESTME_NAME = name),note
progressr,R/testme.R,9,source_call,"source(file.path(path, 'run.R'))",note
progressr,R/uuid.R,23,Sys_getenv,"host <- Sys.getenv(c(""HOST"", ""HOSTNAME"", ""COMPUTERNAME""))",benign
progressr,R/vignette_engine.R,6,Sys_getenv,"if (Sys.getenv(""R_CMD"") == """") return()",benign
progressr,R/vignette_engine.R,64,fs_write,"writeLines(html, con = output)",note
progressr,R/zzz.R,1,ns_hook,".onLoad <- function(libname, pkgname) {",note
progressr,R/zzz.R,2,Sys_getenv,"debug <- isTRUE(as.logical(Sys.getenv(""R_PROGRESSR_DEBUG"", ""FALSE"")))",benign
progressr,inst/testme/_epilogue/002.undo-state.R,42,Sys_setenv,"do.call(Sys.setenv, args=as.list(oenvs0))",benign
progressr,inst/testme/_epilogue/002.undo-state.R,44,Sys_getenv,"added <- setdiff(names(Sys.getenv()), names(oenvs0))",benign
progressr,inst/testme/_epilogue/002.undo-state.R,47,Sys_getenv,"if (!identical(Sys.getenv(), oenvs0)) {",benign
progressr,inst/testme/_epilogue/002.undo-state.R,49,Sys_getenv,oenvs <- Sys.getenv(),benign
progressr,inst/testme/_prologue/002.record-state.R,3,Sys_getenv,oenvs <- oenvs0 <- Sys.getenv(),benign
progressr,inst/testme/_prologue/040.context.R,1,Sys_getenv,"check_full <- (Sys.getenv(""_R_CHECK_FULL_"") != """")",benign
progressr,inst/testme/_prologue/040.context.R,5,Sys_getenv,"on_githubactions <- as.logical(Sys.getenv(""GITHUB_ACTIONS"", ""FALSE""))",benign
progressr,inst/testme/_prologue/040.context.R,8,Sys_getenv,"(Sys.getenv(""RSTUDIO"") == ""1"") && !nzchar(Sys.getenv(""RSTUDIO_TERM""))",benign
progressr,inst/testme/_prologue/060.utils.R,100,system_call,"system(sprintf(""cat %s"", fh))",benign
progressr,inst/testme/deploy.R,39,Sys_setenv,"""  Sys.setenv(R_TESTME_PATH = path)"",",benign
progressr,inst/testme/deploy.R,40,Sys_setenv,"sprintf(""  Sys.setenv(R_TESTME_PACKAGE = '%s')"", pkgname),",benign
progressr,inst/testme/deploy.R,41,Sys_setenv,"""  Sys.setenv(R_TESTME_NAME = name)"",",benign
progressr,inst/testme/deploy.R,43,source_call,"""  source(file.path(path, 'run.R'))"",",benign
progressr,inst/testme/deploy.R,46,fs_write,"writeLines(code, con = file.path(""./R/testme.R""))",benign
progressr,inst/testme/deploy.R,70,fs_write,"writeLines(code, con = target_file)",benign
progressr,inst/testme/run.R,55,Sys_getenv,"testme_package <- Sys.getenv(""R_TESTME_PACKAGE"", NA_character_)",benign
progressr,inst/testme/run.R,69,Sys_getenv,"path <- Sys.getenv(""R_TESTME_PATH"", NA_character_)",benign
progressr,inst/testme/run.R,92,Sys_setenv,"Sys.setenv(NOT_CRAN = ""TRUE"")",benign
progressr,inst/testme/run.R,99,Sys_setenv,"Sys.setenv(R_TESTME_DEBUG = ""TRUE"")",benign
progressr,inst/testme/run.R,113,Sys_getenv,"value <- Sys.getenv(""R_TESTME_COVERAGE"", ""none"")",benign
progressr,inst/testme/run.R,133,Sys_getenv,"testme_name <- Sys.getenv(""R_TESTME_NAME"", NA_character_)",benign
progressr,inst/testme/run.R,150,Sys_getenv,"not_cran <- Sys.getenv(""NOT_CRAN"", NA_character_)",benign
progressr,inst/testme/run.R,176,Sys_getenv,"debug <- isTRUE(as.logical(Sys.getenv(""R_TESTME_DEBUG"")))",benign
progressr,inst/testme/run.R,207,Sys_getenv,"code <- Sys.getenv(""R_TESTME_FILTER_NAME"", NA_character_)",benign
progressr,inst/testme/run.R,222,Sys_getenv,"code <- Sys.getenv(""R_TESTME_FILTER_TAGS"", NA_character_)",benign
progressr,inst/testme/run.R,269,source_call,"source(file, local = TRUE)",benign
progressr,inst/testme/run.R,300,source_call,"source(testme[[""script""]], echo = TRUE)",benign
progressr,inst/testme/run.R,327,source_call,"source(file, local = TRUE)",benign
progressr,inst/testme/test-utils.R,113,ns_hook,"message(""*** .onLoad() ..."")",benign
progressr,inst/testme/test-utils.R,115,ns_hook,"progressr:::.onLoad(pkgname = ""progressr"")",benign
progressr,inst/testme/test-utils.R,117,ns_hook,"message(""*** .onLoad() ... done"")",benign
progressr,"inst/testme/test-with_progress,delay_stdout.R",29,fs_write,writeLines(output),benign
purrr,R/adverb-compose.R,60,native_entry,"env$`_out` <- .Call(purrr_eval, first_call, env)",benign
purrr,R/adverb-compose.R,66,native_entry,"env$`_out` <- .Call(purrr_eval, call, env)",benign
purrr,R/adverb-insistently.R,11,http_client,#' @seealso [httr::RETRY()] is a special case of [insistently()] for,benign
purrr,R/cleancall.R,2,native_entry,".Call(cleancall_call, pairlist(ptr, ...), parent.frame())",benign
purrr,R/coerce.R,4,native_entry,".Call(coerce_impl, x, type)",benign
purrr,R/every-some-none.R,64,native_entry,"every = .Call(every_impl, environment(), n, i),",benign
purrr,R/every-some-none.R,65,native_entry,"some = .Call(some_impl, environment(), n, i),",benign
purrr,R/every-some-none.R,66,native_entry,"none = .Call(none_impl, environment(), n, i),",benign
purrr,R/faq.R,13,ns_hook,#' * Using the \code{\link[=.onLoad]{.onLoad()}} hook:,benign
purrr,R/faq.R,23,ns_hook,"#'   .onLoad <- function(lib, pkg) {",benign
purrr,R/map-raw.R,42,native_entry,".Call(vflatten_impl, .x, ""raw"")",benign
purrr,R/pluck.R,124,native_entry,.Call(,benign
purrr,R/pluck.R,157,native_entry,.Call(,benign
purrr,R/superseded-flatten.R,46,native_entry,".Call(flatten_impl, .x)",benign
purrr,R/superseded-flatten.R,54,native_entry,".Call(vflatten_impl, .x, ""logical"")",benign
purrr,R/superseded-flatten.R,61,native_entry,".Call(vflatten_impl, .x, ""integer"")",benign
purrr,R/superseded-flatten.R,69,native_entry,".Call(vflatten_impl, .x, ""double"")",benign
purrr,R/superseded-flatten.R,77,native_entry,".Call(vflatten_impl, .x, ""character"")",benign
purrr,R/superseded-flatten.R,88,native_entry,"res <- .Call(flatten_impl, .x)",benign
purrr,R/superseded-flatten.R,99,native_entry,"res <- .Call(flatten_impl, .x)",benign
purrr,R/superseded-flatten.R,111,native_entry,"res <- .Call(flatten_impl, .x)",benign
purrr,R/superseded-transpose.R,70,native_entry,".Call(transpose_impl, .l, .names)",benign
rappdirs,R/cache.R,41,Sys_getenv,"unix = Sys.getenv(""XDG_CACHE_HOME"", ""~/.cache"")",benign
rappdirs,R/data.R,68,Sys_getenv,"unix = Sys.getenv(""XDG_DATA_HOME"", ""~/.local/share"")",benign
rappdirs,R/data.R,95,Sys_getenv,"unix = Sys.getenv(""XDG_CONFIG_HOME"", ""~/.config"")",benign
rappdirs,R/data.R,148,Sys_getenv,"Sys.getenv(""XDG_DATA_DIRS"", ""/usr/local/share:/usr/share""),",benign
rappdirs,R/data.R,173,Sys_getenv,"Sys.getenv(""XDG_CONFIG_DIRS"", ""/etc/xdg""),",benign
rappdirs,R/log.R,50,Sys_getenv,"Sys.getenv(""XDG_CACHE_HOME"", ""~/.cache""),",benign
rappdirs,R/utils.R,33,Sys_getenv,val <- Sys.getenv(name),note
rappdirs,R/utils.R,58,native_entry,"path <- .Call(win_path_, csidl, PACKAGE = ""rappdirs"")",benign
rappdirs,R/utils.R,67,Sys_getenv,"path <- Sys.getenv(""LOCALAPPDATA"", unset = NA)",benign
rappdirs,R/utils.R,78,Sys_getenv,"path <- Sys.getenv(""PROGRAMDATA"", unset = NA)",benign
rappdirs,R/utils.R,89,Sys_getenv,val <- Sys.getenv(env),note
reactR,R/babel.R,20,source_call,ctx$source(,benign
reactR,R/scaffold_utils.R,10,eval_parse,"fileEditFunc <- eval(parse(text = ""file.edit""), envir = globalenv())",note
reactable,R/onLoad.R,1,ns_hook,.onLoad <- function(...) {,note
reactable,R/reactable.R,837,pkg_install,"Do you need to run `install.packages(""V8"")`?', call. = FALSE)",note
reactable,R/reactable.R,850,source_call,"ctx$source(system.file(""htmlwidgets/reactable.server.js"", package = ""reactable"", mustWork = TRUE))",benign
reactable,inst/examples/app/app.R,386,eval_parse,eval(parse(text = code())),benign
rlang,R/aaa.R,27,ns_hook,#'   inside [.onLoad()].,benign
rlang,R/aaa.R,64,ns_hook,#' @section Comparison with `.onLoad()`:,benign
rlang,R/aaa.R,66,ns_hook,"#' any file, in context. This is unlike `.onLoad()` which gathers",benign
rlang,R/aaa.R,69,ns_hook,#' `on_load()` is implemented via `.onLoad()` and requires,benign
rlang,R/aaa.R,79,ns_hook,"#' # First add `run_on_load()` to your `.onLoad()` hook,",benign
rlang,R/aaa.R,81,ns_hook,"#' .onLoad <- function(lib, pkg) {",benign
rlang,R/arg.R,110,native_entry,".External(ffi_arg_match0, arg, values, environment())",benign
rlang,R/arg.R,462,native_entry,.Call(ffi_missing_arg),benign
rlang,R/attr.R,199,native_entry,".Call(ffi_set_names, x, mold, nm, environment())",benign
rlang,R/attr.R,235,native_entry,".Call(ffi_names2, x, environment())",benign
rlang,R/attr.R,249,native_entry,".Call(ffi_length, x)",benign
rlang,R/attr.R,272,native_entry,"len <- .Call(ffi_length, x)",benign
rlang,R/attr.R,287,source_call,#' - Reading R code from a file with `source()` and `parse()` might save,benign
rlang,R/attr.R,301,native_entry,".Call(ffi_zap_srcref, x)",benign
rlang,R/bytes.R,200,fs_write,"writeLines(""<rlib:bytes>"")",benign
rlang,R/bytes.R,206,fs_write,"writeLines(""[1] (empty)"")",benign
rlang,R/c-lib.R,16,Sys_getenv,"rlang_path <- Sys.getenv(""RLANG_PATH"")",benign
rlang,R/c-lib.R,41,Sys_getenv,"no_prompt <- tolower(Sys.getenv(""RLANG_LIB_NO_PROMPT""))",benign
rlang,R/c-lib.R,72,ns_hook,"usethis::ui_todo(""Call `r_init_library()` from your `.onLoad()` hook."")",note
rlang,R/c-lib.R,80,download_file,"utils::download.file(url, dest_zip)",note
rlang,R/c-lib.R,149,native_entry,.Call(ffi_has_private_accessors),benign
rlang,R/c-lib.R,156,native_entry,".Call(ffi_format_error_arg, arg)",benign
rlang,R/c-lib.R,163,native_entry,".Call(ffi_alloc_data_frame, n_rows, names, types)",benign
rlang,R/c-lib.R,170,native_entry,".Call(ffi_new_dict, size, prevent_resize)",benign
rlang,R/c-lib.R,176,native_entry,".Call(ffi_dict_resize, dict, size)",benign
rlang,R/c-lib.R,179,native_entry,".Call(ffi_dict_poke, dict, key, value)",benign
rlang,R/c-lib.R,182,native_entry,".Call(ffi_dict_put, dict, key, value)",benign
rlang,R/c-lib.R,185,native_entry,".Call(ffi_dict_del, dict, key)",benign
rlang,R/c-lib.R,188,native_entry,".Call(ffi_dict_has, dict, key)",benign
rlang,R/c-lib.R,191,native_entry,".Call(ffi_dict_get, dict, key)",benign
rlang,R/c-lib.R,195,native_entry,".Call(ffi_dict_as_df_list, dict)",benign
rlang,R/c-lib.R,198,native_entry,".Call(ffi_dict_as_list, dict)",benign
rlang,R/c-lib.R,203,fs_write,"writeLines(sprintf(""<rlang/dict: %s>"", obj_address(x)))",benign
rlang,R/c-lib.R,204,fs_write,"writeLines(paste0(""size: "", dict_size(x)))",benign
rlang,R/c-lib.R,208,native_entry,".Call(ffi_new_dict_iterator, dict)",benign
rlang,R/c-lib.R,211,native_entry,".Call(ffi_dict_it_info, it)",benign
rlang,R/c-lib.R,214,native_entry,".Call(ffi_dict_next, it)",benign
rlang,R/c-lib.R,221,native_entry,".Call(ffi_new_dyn_vector, type, capacity)",benign
rlang,R/c-lib.R,224,native_entry,".Call(ffi_new_dyn_array, elt_size, capacity)",benign
rlang,R/c-lib.R,227,native_entry,".Call(ffi_dyn_unwrap, x)",benign
rlang,R/c-lib.R,231,native_entry,".Call(ffi_dyn_info, x)",benign
rlang,R/c-lib.R,238,native_entry,".Call(ffi_dyn_push_back, x, value)",benign
rlang,R/c-lib.R,241,native_entry,".Call(ffi_dyn_push_back_bool, x, value)",benign
rlang,R/c-lib.R,244,native_entry,".Call(ffi_dyn_pop_back, x)",benign
rlang,R/c-lib.R,247,native_entry,".Call(ffi_dyn_resize, x, capacity)",benign
rlang,R/c-lib.R,251,native_entry,".Call(ffi_dyn_lgl_get, x, i)",benign
rlang,R/c-lib.R,254,native_entry,".Call(ffi_dyn_int_get, x, i)",benign
rlang,R/c-lib.R,257,native_entry,".Call(ffi_dyn_dbl_get, x, i)",benign
rlang,R/c-lib.R,260,native_entry,".Call(ffi_dyn_cpl_get, x, i)",benign
rlang,R/c-lib.R,263,native_entry,".Call(ffi_dyn_raw_get, x, i)",benign
rlang,R/c-lib.R,266,native_entry,".Call(ffi_dyn_chr_get, x, i)",benign
rlang,R/c-lib.R,269,native_entry,".Call(ffi_dyn_list_get, x, i)",benign
rlang,R/c-lib.R,273,native_entry,"invisible(.Call(ffi_dyn_lgl_poke, x, i, value))",benign
rlang,R/c-lib.R,276,native_entry,"invisible(.Call(ffi_dyn_int_poke, x, i, value))",benign
rlang,R/c-lib.R,279,native_entry,"invisible(.Call(ffi_dyn_dbl_poke, x, i, value))",benign
rlang,R/c-lib.R,282,native_entry,"invisible(.Call(ffi_dyn_cpl_poke, x, i, value))",benign
rlang,R/c-lib.R,285,native_entry,"invisible(.Call(ffi_dyn_raw_poke, x, i, value))",benign
rlang,R/c-lib.R,288,native_entry,"invisible(.Call(ffi_dyn_chr_poke, x, i, value))",benign
rlang,R/c-lib.R,291,native_entry,"invisible(.Call(ffi_dyn_list_poke, x, i, value))",benign
rlang,R/c-lib.R,295,native_entry,"invisible(.Call(ffi_dyn_lgl_push_back, x, value))",benign
rlang,R/c-lib.R,298,native_entry,"invisible(.Call(ffi_dyn_int_push_back, x, value))",benign
rlang,R/c-lib.R,301,native_entry,"invisible(.Call(ffi_dyn_dbl_push_back, x, value))",benign
rlang,R/c-lib.R,304,native_entry,"invisible(.Call(ffi_dyn_cpl_push_back, x, value))",benign
rlang,R/c-lib.R,307,native_entry,"invisible(.Call(ffi_dyn_raw_push_back, x, value))",benign
rlang,R/c-lib.R,310,native_entry,"invisible(.Call(ffi_dyn_chr_push_back, x, value))",benign
rlang,R/c-lib.R,313,native_entry,"invisible(.Call(ffi_dyn_list_push_back, x, value))",benign
rlang,R/c-lib.R,318,native_entry,.Call(ffi_has_size_one_bool),benign
rlang,R/c-lib.R,323,fs_write,"writeLines(sprintf(""<rlang/dyn_array: %s>"", obj_address(x)))",benign
rlang,R/c-lib.R,326,fs_write,"writeLines(paste0(""count: "", info$count))",benign
rlang,R/c-lib.R,327,fs_write,"writeLines(paste0(""capacity: "", info$capacity))",benign
rlang,R/c-lib.R,328,fs_write,"writeLines(paste0(""growth_factor: "", info$growth_factor))",benign
rlang,R/c-lib.R,329,fs_write,"writeLines(paste0(""type: "", info$type))",benign
rlang,R/c-lib.R,330,fs_write,"writeLines(paste0(""elt_byte_size: "", info$elt_byte_size))",benign
rlang,R/c-lib.R,337,native_entry,".Call(ffi_new_dyn_list_of, type, capacity, width)",benign
rlang,R/c-lib.R,340,native_entry,".Call(ffi_lof_info, lof)",benign
rlang,R/c-lib.R,343,native_entry,".Call(ffi_lof_unwrap, lof)",benign
rlang,R/c-lib.R,347,native_entry,".Call(ffi_lof_push_back, lof)",benign
rlang,R/c-lib.R,350,native_entry,".Call(ffi_lof_arr_push_back, lof, i, value)",benign
rlang,R/c-lib.R,357,native_entry,.Call(ffi_has_local_precious_list),benign
rlang,R/c-lib.R,360,native_entry,".Call(ffi_use_local_precious_list, x)",benign
rlang,R/c-lib.R,367,native_entry,.Call(ffi_precious_dict),benign
rlang,R/c-lib.R,370,native_entry,".Call(ffi_preserve, x)",benign
rlang,R/c-lib.R,373,native_entry,".Call(ffi_unpreserve, x)",benign
rlang,R/c-lib.R,380,native_entry,.Call(ffi_getppid),benign
rlang,R/c-lib.R,387,native_entry,.Call(ffi_c_tests),benign
rlang,R/c-lib.R,390,native_entry,".Call(ffi_run_c_test, ptr)",benign
rlang,R/c-lib.R,397,native_entry,".Call(ffi_list_compact, x)",benign
rlang,R/c-lib.R,401,native_entry,".Call(ffi_vec_alloc, type, n)",benign
rlang,R/c-lib.R,405,native_entry,".Call(ffi_vec_resize, x, n)",benign
rlang,R/call.R,100,native_entry,".External2(ffi_call2, .fn, .ns)",benign
rlang,R/call.R,121,native_entry,.Call(,benign
rlang,R/call.R,238,native_entry,".Call(ffi_is_call, x, name, n, ns)",benign
rlang,R/call.R,473,native_entry,".Call(ffi_which_operator, call)",benign
rlang,R/call.R,483,native_entry,".Call(ffi_call_has_precedence, call, parent_call, side)",benign
rlang,R/call.R,1070,native_entry,".Call(ffi_call_zap_inline, x)",benign
rlang,R/cnd-abort.R,785,ns_hook,#' 1. Make sure [run_on_load()] is called from your `.onLoad()` hook.,benign
rlang,R/cnd-abort.R,1186,fs_write,"#' writeLines(format_error_call(quote(foo(bar, baz))))",benign
rlang,R/cnd-abort.R,1194,fs_write,#' writeLines(format_error_call(quote(1 + 2))),benign
rlang,R/cnd-handlers.R,38,pkg_install,#' available and [install.packages()] otherwise.,benign
rlang,R/cnd-handlers.R,215,native_entry,".External(ffi_try_fetch, frame)",benign
rlang,R/cnd-message.R,402,fs_write,"#' writeLines(format_error_bullets(c(""foo"", ""bar"")))",benign
rlang,R/cnd-message.R,405,fs_write,"#' writeLines(format_error_bullets(set_names(c(""foo"", ""bar""), ""*"")))",benign
rlang,R/cnd-message.R,408,fs_write,"#' writeLines(format_error_bullets(c(i = ""foo"", x = ""bar"", v = ""baz"", ""*"" = ""quux"")))",benign
rlang,R/cnd-message.R,411,fs_write,"#' writeLines(format_error_bullets(c(i = ""foo\nbar"")))",benign
rlang,R/cnd-message.R,414,fs_write,"#' writeLines(format_error_bullets(c(i = ""foo"", "" "" = ""bar"")))",benign
rlang,R/cnd-signal.R,268,Sys_getenv,"Sys.getenv(""RSTUDIO_SESSION_PID"") %in% c(Sys.getpid(), getppid())",benign
rlang,R/cnd-signal.R,305,native_entry,.Call(ffi_interrupt),benign
rlang,R/cnd.R,100,native_entry,".Call(ffi_new_condition, class, message, fields)",benign
rlang,R/cnd.R,133,native_entry,.Call(,benign
rlang,R/cnd.R,183,native_entry,.Call(,benign
rlang,R/cnd.R,212,native_entry,.Call(,benign
rlang,R/cnd.R,278,native_entry,".Call(ffi_cnd_type, cnd)",benign
rlang,R/cnd.R,400,fs_write,"writeLines(format(x, ...))",benign
rlang,R/cnd.R,473,fs_write,"writeLines(format(x, ...))",benign
rlang,R/cnd.R,493,fs_write,"writeLines(cnd_format(x, ...))",benign
rlang,R/dots-ellipsis.R,71,native_entry,"if (.Call(ffi_ellipsis_dots_used, env)) {",benign
rlang,R/dots-ellipsis.R,115,native_entry,"if (.Call(ffi_has_dots_unnamed, env)) {",benign
rlang,R/dots-info.R,6,native_entry,".Call(ffi_env_dots_exist, env)",benign
rlang,R/dots-info.R,11,native_entry,".Call(ffi_env_dots_length, env)",benign
rlang,R/dots-info.R,16,native_entry,".Call(ffi_env_dots_names, env)",benign
rlang,R/dots-info.R,22,native_entry,".Call(ffi_env_dot_get, as.integer(i), env)",benign
rlang,R/dots-info.R,28,native_entry,".Call(ffi_env_dot_type, as.integer(i), env)",benign
rlang,R/dots-info.R,34,native_entry,".Call(ffi_env_dot_delayed_expr, as.integer(i), env)",benign
rlang,R/dots-info.R,40,native_entry,".Call(ffi_env_dot_delayed_env, as.integer(i), env)",benign
rlang,R/dots-info.R,46,native_entry,".Call(ffi_env_dot_forced_expr, as.integer(i), env)",benign
rlang,R/dots.R,91,native_entry,.External2(ffi_list2),benign
rlang,R/dots.R,100,native_entry,.Call(,benign
rlang,R/dots.R,217,native_entry,.Call(,benign
rlang,R/dots.R,237,native_entry,dots <- .Call(,benign
rlang,R/dots.R,323,native_entry,".Call(ffi_new_splice_box, x)",benign
rlang,R/dots.R,328,native_entry,".Call(ffi_is_splice_box, x)",benign
rlang,R/dots.R,368,native_entry,.External(,benign
rlang,R/env-binding.R,106,native_entry,invisible(.Call(,benign
rlang,R/env-binding.R,118,native_entry,invisible(.Call(,benign
rlang,R/env-binding.R,172,native_entry,invisible(.Call(,benign
rlang,R/env-binding.R,208,native_entry,invisible(.Call(,benign
rlang,R/env-binding.R,311,native_entry,".Call(ffi_env_unbind, env, nms, inherit)",benign
rlang,R/env-binding.R,336,native_entry,".Call(ffi_env_has, env, nms, inherit)",benign
rlang,R/env-binding.R,385,native_entry,.Call(,benign
rlang,R/env-binding.R,405,native_entry,.Call(,benign
rlang,R/env-binding.R,461,native_entry,invisible(.Call(,benign
rlang,R/env-binding.R,549,native_entry,".Call(ffi_unescape_character, nms)",benign
rlang,R/env-binding.R,554,native_entry,".Call(ffi_env_syms, env)",benign
rlang,R/env-binding.R,672,native_entry,".Call(ffi_env_binding_types, env, nms)",benign
rlang,R/env-binding.R,692,native_entry,".Call(ffi_env_binding_type, sym, env)",benign
rlang,R/env-binding.R,697,native_entry,".Call(ffi_env_binding_delayed_expr, sym, env)",benign
rlang,R/env-binding.R,702,native_entry,".Call(ffi_env_binding_delayed_env, sym, env)",benign
rlang,R/env-binding.R,707,native_entry,".Call(ffi_env_binding_forced_expr, sym, env)",benign
rlang,R/env-special.R,354,native_entry,.Call(ffi_ns_registry_env),benign
rlang,R/env.R,427,native_entry,".Call(ffi_env_poke_parent, env, new_env)",benign
rlang,R/env.R,432,native_entry,".Call(ffi_env_poke_parent, env, value)",benign
rlang,R/env.R,482,native_entry,".Call(ffi_env_clone, env, parent)",benign
rlang,R/env.R,490,native_entry,"invisible(.Call(ffi_env_coalesce, env, from))",benign
rlang,R/env.R,503,native_entry,".Call(ffi_env_inherits, env, ancestor)",benign
rlang,R/env.R,678,fs_write,writeLines(format_error_bullets(types)),benign
rlang,R/env.R,886,Sys_getenv,"tested_package <- Sys.getenv(""TESTTHAT_PKG"")",benign
rlang,R/eval-tidy.R,121,native_entry,".External2(ffi_eval_tidy, expr, data, env)",benign
rlang,R/eval-tidy.R,125,native_entry,.External2(,benign
rlang,R/eval-tidy.R,380,native_entry,".Call(ffi_as_data_mask, data)",benign
rlang,R/eval-tidy.R,385,native_entry,".Call(ffi_as_data_pronoun, data)",benign
rlang,R/eval-tidy.R,405,native_entry,".Call(ffi_new_data_mask, bottom, top)",benign
rlang,R/eval-tidy.R,427,native_entry,".Call(ffi_data_pronoun_get, mask, sym(nm), call)",benign
rlang,R/eval.R,96,native_entry,".External2(ffi_eval, expr, env)",benign
rlang,R/eval.R,100,native_entry,".Call(ffi_eval_top, expr, env)",benign
rlang,R/eval.R,149,native_entry,".External2(ffi_exec, .fn, .env)",benign
rlang,R/eval.R,195,native_entry,".External2(ffi_eval, enexpr(expr), env)",benign
rlang,R/eval.R,202,fs_write,"writeLines(code, file)",note
rlang,R/expr.R,334,native_entry,".Call(ffi_get_expression, x, default)",benign
rlang,R/fn.R,38,native_entry,".Call(ffi_new_function, args, body, env)",benign
rlang,R/fn.R,263,native_entry,".Call(ffi_is_function, x)",benign
rlang,R/fn.R,269,native_entry,".Call(ffi_is_closure, x)",benign
rlang,R/fn.R,275,native_entry,".Call(ffi_is_primitive, x)",benign
rlang,R/fn.R,286,native_entry,".Call(ffi_is_primitive_eager, x)",benign
rlang,R/fn.R,297,native_entry,".Call(ffi_is_primitive_lazy, x)",benign
rlang,R/formula.R,12,native_entry,".Call(ffi_new_formula, lhs, rhs, env)",benign
rlang,R/formula.R,80,native_entry,".Call(ffi_is_formula, x, scoped, lhs)",benign
rlang,R/formula.R,130,native_entry,".Call(ffi_f_rhs, f)",benign
rlang,R/formula.R,152,native_entry,".Call(ffi_f_lhs, f)",benign
rlang,R/hash.R,60,native_entry,".Call(ffi_hash, x, zap_srcref)",benign
rlang,R/hash.R,73,native_entry,".Call(ffi_hash_file, path)",benign
rlang,R/hash.R,79,native_entry,.Call(ffi_hasher_init),benign
rlang,R/hash.R,83,native_entry,".Call(ffi_hasher_update, x, data)",benign
rlang,R/hash.R,87,native_entry,".Call(ffi_hasher_value, x)",benign
rlang,R/import-standalone-defer.R,17,source_call,# * Support for `source()` and `knitr::knit()`,benign
rlang,R/import-standalone-defer.R,228,Sys_getenv,"if (identical(Sys.getenv(""TESTTHAT""), ""true"")) {",benign
rlang,R/lifecycle-deprecated.R,95,native_entry,".Call(ffi_squash, x, ""list"", is_spliced_bare, 1L)",benign
